DESCRICAO
10.MP04.040.00003 - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 1070MM - BZ
99.EPEC.142.01309 - BUCHA 7/8" X 26,75MM
99.EPEC.142.01298 - BUCHA 7/8"X86,75MM
10.MP04.031.00007 - CHUMBADOR - PBA - INOX - 3/8"X3.1/2"
10.MP04.060.00008 - PARAFUSO SEXTAVADO - FLANGEADO - AUTOBROCANTE - ZINCADO - 3/16"X1.1/2"
10.MP04.031.00004 - CHUMBADOR - PBA - ZINCADO - 3/8"X3.3/4"
10.MP04.040.00010 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 2000MM
10.MP04.040.00007 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 1025MM
10.MP04.040.00011 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 1030MM
80.MP09.126.00001 - ANEL DE ANCORAGEM 0,600M - MG2035A
10.MP04.040.00006 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 1035MM
10.MP04.040.00004 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 1037MM
10.MP04.040.00015 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 1080MM
10.MP04.028.00035 - PARAFUSO SEXTAVADO - ZINCADO - 7/16 X 1" FE
10.MP04.144.00004 - ARRUELA LISA ZINC 10 MM
10.MP08.067.00008 - ETIQUETA PESO MÁXIMO LONGARINA - 1100KG
10.MP08.067.00018 - ETIQUETA PESO MÁXIMO LONGARINA - 2100KG
10.MP08.067.00028 - ETIQUETA PESO MÁXIMO LONGARINA - 3100KG
10.MP08.067.00038 - ETIQUETA PESO MÁXIMO LONGARINA - 4100KG
10.MP08.066.00008 - ETIQUETA PESO MÁXIMO PALLET - 1100KG
10.MP08.066.00018 - ETIQUETA PESO MÁXIMO PALLET - 2100KG
10.MP04.032.00011 - BARRA ROSCADA ZINC 3/8 UNC 100MM
10.MP04.040.00008 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 115MM
10.MP04.172.00001 - PARAFUSO - ALLEN - CABEÇA CHATA - ENEGRECIDO - M8 X 25 - CLASSE 12.9 
10.MP04.028.00028 - PARAFUSO - ALLEN - CABEÇA CHATA - ENEGRECIDO - M8 X 30 - CLASSE 12.9 
10.MP04.032.00012 - BARRA ROSCADA ZINC M10 X 1120MM
10.MP04.040.00022 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 140MM
10.MP04.040.00012 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 150MM
10.MP04.040.00017 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 150MM
10.MP04.031.00003 - CHUMBADOR - PBA - ZINCADO - 1/2"X4"
10.MP08.067.00009 - ETIQUETA PESO MÁXIMO LONGARINA - 1200KG
10.MP08.067.00019 - ETIQUETA PESO MÁXIMO LONGARINA - 2200KG
10.MP08.067.00029 - ETIQUETA PESO MÁXIMO LONGARINA - 3200KG
10.MP08.067.00039 - ETIQUETA PESO MÁXIMO LONGARINA - 4200KG
10.MP08.066.00009 - ETIQUETA PESO MÁXIMO PALLET - 1200KG
10.MP08.066.00019 - ETIQUETA PESO MÁXIMO PALLET - 2200KG
10.MP04.040.00005 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 1200MM
10.BERT.040.00001 - BERTOLINI - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV - D63,5MM - 1090MM - P/ LG 1220MM
10.MP04.040.00001 - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - 1220MM
99.EPEC.142.01302 - BUCHA 7/8" X 225MM
99.EPEC.142.01312 - BUCHA 7/8" X 225MM
10.MP04.040.00009 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 235MM
10.MP08.067.00010 - ETIQUETA PESO MÁXIMO LONGARINA - 1300KG
10.MP08.067.00020 - ETIQUETA PESO MÁXIMO LONGARINA - 2300KG
10.MP08.067.00030 - ETIQUETA PESO MÁXIMO LONGARINA - 3300KG
10.MP08.067.00040 - ETIQUETA PESO MÁXIMO LONGARINA - 4300KG
10.MP08.066.00010 - ETIQUETA PESO MÁXIMO PALLET - 1300KG
10.MP08.066.00020 - ETIQUETA PESO MÁXIMO PALLET - 2300KG
10.MP04.028.00036 - PARAFUSO SEXTAVADO - ZINCADO - 1/2 X 1.1/4" FE
10.MP04.060.00002 - PARAFUSO SEXTAVADO - FLANGEADO - AUTOBROCANTE - ZINCADO - 1/4"X1"
10.MP08.067.00011 - ETIQUETA PESO MÁXIMO LONGARINA - 1400KG
10.MP08.067.00021 - ETIQUETA PESO MÁXIMO LONGARINA - 2400KG
10.MP08.067.00031 - ETIQUETA PESO MÁXIMO LONGARINA - 3400KG
10.MP08.067.00041 - ETIQUETA PESO MÁXIMO LONGARINA - 4400KG
10.MP08.066.00011 - ETIQUETA PESO MÁXIMO PALLET - 1400KG
10.MP08.066.00021 - ETIQUETA PESO MÁXIMO PALLET - 2400KG
10.MP04.040.00014 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 1437MM
10.MP04.144.00008 - ARRUELA LISA 5/16"
10.MP04.029.00001 - PORCA SEXTAVADA - ZINCADA - 5/16"
10.MP08.067.00012 - ETIQUETA PESO MÁXIMO LONGARINA - 1500KG
10.MP08.067.00022 - ETIQUETA PESO MÁXIMO LONGARINA - 2500KG
10.MP08.067.00032 - ETIQUETA PESO MÁXIMO LONGARINA - 3500KG
10.MP08.067.00042 - ETIQUETA PESO MÁXIMO LONGARINA - 4500KG
10.MP08.067.00002 - ETIQUETA PESO MÁXIMO LONGARINA - 500KG
10.MP08.066.00012 - ETIQUETA PESO MÁXIMO PALLET - 1500KG
10.MP08.066.00022 - ETIQUETA PESO MÁXIMO PALLET - 2500KG
10.MP08.066.00002 - ETIQUETA PESO MÁXIMO PALLET - 500KG
10.MP04.060.00003 - PARAFUSO SEXTAVADO - FLANGEADO - AUTOBROCANTE - ZINCADO - 3/16"X1"
10.MP04.060.00005 - PARAFUSO SEXTAVADO - FLANGEADO - AUTOBROCANTE - ZINCADO - 3/16"X2"
10.MP08.067.00013 - ETIQUETA PESO MÁXIMO LONGARINA - 1600KG
10.MP08.067.00023 - ETIQUETA PESO MÁXIMO LONGARINA - 2600KG
10.MP08.067.00033 - ETIQUETA PESO MÁXIMO LONGARINA - 3600KG
10.MP08.067.00043 - ETIQUETA PESO MÁXIMO LONGARINA - 4600KG
10.MP08.067.00003 - ETIQUETA PESO MÁXIMO LONGARINA - 600KG
10.MP08.066.00013 - ETIQUETA PESO MÁXIMO PALLET - 1600KG
10.MP08.066.00023 - ETIQUETA PESO MÁXIMO PALLET - 2600KG
10.MP08.066.00003 - ETIQUETA PESO MÁXIMO PALLET - 600KG
10.MP04.028.00026 - PARAFUSO SEXTAVADO - ENEGRECIDO - M6X16 
10.MP08.067.00014 - ETIQUETA PESO MÁXIMO LONGARINA - 1700KG
10.MP08.067.00024 - ETIQUETA PESO MÁXIMO LONGARINA - 2700KG
10.MP08.067.00034 - ETIQUETA PESO MÁXIMO LONGARINA - 3700KG
10.MP08.067.00044 - ETIQUETA PESO MÁXIMO LONGARINA - 4700KG
10.MP08.067.00004 - ETIQUETA PESO MÁXIMO LONGARINA - 700KG
10.MP08.066.00014 - ETIQUETA PESO MÁXIMO PALLET - 1700KG
10.MP08.066.00024 - ETIQUETA PESO MÁXIMO PALLET - 2700KG
10.MP08.066.00004 - ETIQUETA PESO MÁXIMO PALLET - 700KG
10.MP04.144.00005 - ARRUELA LISA ZINC 3/8 MM 
10.MP04.032.00005 - BARRA ROSCADA ZINC 3/8 UNC
10.MP04.031.00005 - CHUMBADOR - PBA - INOX - 3/8"X3"
10.MP04.031.00001 - CHUMBADOR - PBA - ZINCADO - 3/8"X3"
10.MP04.031.00006 - CHUMBADOR - PBA - ZINCADO - 3/8"X5"
10.MP08.067.00015 - ETIQUETA PESO MÁXIMO LONGARINA - 1800KG
10.MP08.067.00025 - ETIQUETA PESO MÁXIMO LONGARINA - 2800KG
10.MP08.067.00035 - ETIQUETA PESO MÁXIMO LONGARINA - 3800KG
10.MP08.067.00045 - ETIQUETA PESO MÁXIMO LONGARINA - 4800KG
10.MP08.067.00005 - ETIQUETA PESO MÁXIMO LONGARINA - 800KG
10.MP08.066.00015 - ETIQUETA PESO MÁXIMO PALLET - 1800KG
10.MP08.066.00025 - ETIQUETA PESO MÁXIMO PALLET - 2800KG
10.MP08.066.00005 - ETIQUETA PESO MÁXIMO PALLET - 800KG
10.MP04.040.00013 - ÁGUIA - ROLETE P/ PISTA TRANSP. PALLETS - S/ MOT - GALV. #1,55 - D63,5MM - 847MM
10.MP04.079.00001 - PARAFUSO SEXTAVADO - FLANGEADO - INOX - M8X25 
10.MP08.067.00016 - ETIQUETA PESO MÁXIMO LONGARINA - 1900KG
10.MP08.067.00026 - ETIQUETA PESO MÁXIMO LONGARINA - 2900KG
10.MP08.067.00036 - ETIQUETA PESO MÁXIMO LONGARINA - 3900KG
10.MP08.067.00046 - ETIQUETA PESO MÁXIMO LONGARINA - 4900KG
10.MP08.067.00006 - ETIQUETA PESO MÁXIMO LONGARINA - 900KG
10.MP08.066.00016 - ETIQUETA PESO MÁXIMO PALLET - 1900KG
10.MP08.066.00026 - ETIQUETA PESO MÁXIMO PALLET - 2900KG
10.MP08.066.00006 - ETIQUETA PESO MÁXIMO PALLET - 900KG
10.MP04.153.00001 - PINO DE SEGURANÇA PARA LONGARINA - BITOLA 6MM
80.ALMX.129.00180 - ABRAÇ. NYLON BRANCA 280MM COMP. X 4.8 LARG. EMB. C/100PÇS   
10.MP04.032.00002 - PARAFUSO FRANCÊS - ZINCADO - 5/16" X 1" - CLASSE 8.8
10.MP04.032.00009 - PARAFUSO FRANCÊS - ZINCADO - 5/16" X 1.1/2" - CLASSE 8.8
10.MP04.032.00001 - PARAFUSO FRANCÊS - ZINCADO - 5/16" X 3 1/2" - CLASSE 8.8
10.MP04.032.00003 - PARAFUSO FRANCÊS - ZINCADO - 5/16" X 3/4" - CLASSE 8.8
10.MP04.030.00012 - PARAFUSO FRANCES - ZINCADO - C/ PORCA 1/2" X 1.1/2" - CLASSE 8.8
10.MP04.032.00007 - PARAFUSO FRANCÊS - ZINCADO - M8 X 20 - CLASSE 8.8
10.MP04.032.00014 - PARAFUSO FRANCÊS - ZINCADO - M8 X 25 - CLASSE 8.8
10.MP04.032.00015 - PARAFUSO FRANCÊS - ZINCADO - M8 X 40 - CLASSE 8.8
10.MP04.032.00008 - PARAFUSO FRANCÊS - ZINCADO - M8 X 90 - CLASSE 8.8
10.MP04.028.00037 - PARAFUSO SEXTAVADO - BICROMATIZADO - M8X100 - CLASSE 8.8
10.MP04.028.00038 - PARAFUSO SEXTAVADO - ENEGRECIDO - M8X100 - CLASSE 8.8
10.MP04.028.00044 - PARAFUSO SEXTAVADO - ENEGRECIDO - M8X40 - CLASSE 8.8
10.MP04.028.00040 - PARAFUSO SEXTAVADO - ENEGRECIDO - M8X60 - CLASSE 8.8
10.MP04.028.00041 - PARAFUSO SEXTAVADO - ENEGRECIDO - M8X65 - CLASSE 8.8
10.MP04.028.00014 - PARAFUSO SEXTAVADO - FLANGEADO -  ZINCADO - M10X50 - CLASSE 8.8
10.MP04.028.00031 - PARAFUSO SEXTAVADO - FLANGEADO - ENEGRECIDO - M8X25 - CLASSE 8.8
10.MP04.028.00032 - PARAFUSO SEXTAVADO - FLANGEADO - ENEGRECIDO - M8X40 - CLASSE 8.8
10.MP04.028.00043 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - 5/16" X 3/4" - CLASSE 8.8
10.MP04.028.00011 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M10X20 - CLASSE 8.8
10.MP04.028.00012 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M10X25 - CLASSE 8.8
10.MP04.028.00047 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M12X25 - CLASSE 8.8
10.MP04.028.00054 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M12X60 - CLASSE 8.8
10.MP04.028.00020 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M14X25 - CLASSE 8.8
10.MP04.028.00013 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M16X35 - CLASSE 8.8
10.MP04.028.00027 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M6X20 - CLASSE 8.8
10.MP04.028.00053 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M6X25 - CLASSE 8.8
10.MP04.028.00010 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X100 - CLASSE 8.8
10.MP04.028.00022 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X110 - CLASSE 8.8
10.MP04.028.00046 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X120 - CLASSE 8.8
10.MP04.028.00051 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X140 - CLASSE 8.8
10.MP04.028.00001 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X20 - CLASSE 8.8
10.MP04.028.00002 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X25 - CLASSE 8.8
10.MP04.028.00003 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X30 - CLASSE 8.8
10.MP04.028.00004 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X40 - CLASSE 8.8
10.MP04.028.00005 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X50 - CLASSE 8.8
10.MP04.028.00006 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X60 - CLASSE 8.8
10.MP04.028.00007 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X70 - CLASSE 8.8
10.MP04.028.00045 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X75 - CLASSE 8.8
10.MP04.028.00008 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X80 - CLASSE 8.8
10.MP04.028.00009 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - M8X90 - CLASSE 8.8
10.MP04.028.00042 - PARAFUSO SEXTAVADO - ZINCADO - M10X20 - CLASSE 8.8
10.MP04.028.00018 - PARAFUSO SEXTAVADO - ZINCADO - M10X50 - CLASSE 8.8
10.MP04.028.00021 - PARAFUSO SEXTAVADO - ZINCADO - M10X80 - CLASSE 8.8
10.MP04.028.00025 - PARAFUSO SEXTAVADO - ZINCADO - M6x16 - CLASSE 8.8
10.MP04.028.00052 - PARAFUSO SEXTAVADO - ZINCADO - M6x20 - CLASSE 8.8
10.MP04.028.00039 - PARAFUSO SEXTAVADO - ZINCADO - M8X100 - CLASSE 8.8
10.MP04.028.00050 - PARAFUSO SEXTAVADO - ZINCADO - M8X30 - CLASSE 8.8
10.MP04.028.00033 - PARAFUSO SEXTAVADO - ZINCADO - M8X50 - CLASSE 8.8
10.MP04.028.00034 - PARAFUSO SEXTAVADO - ZINCADO - M8X60 - CLASSE 8.8
10.MP04.087.00001 - GRAMPO - CABO DE AÇO 1/4" - LINHA PESADA
10.MP04.028.00016 - PARAFUSO SEXTAVADO RI 3/8" x 3/4" FE ZB
10.MP04.029.00005 - PARAFUSO RM CHATO PHILLIPS M8x30MA FF BC
10.ALMX.089.00002 - CABO DE AÇO 1/4" - CLASSE 6X19 - ALMA FIBRA
10.ALMX.089.00001 - CABO DE AÇO 1/4" - CLASSE 6X7 - ALMA FIBRA
10.MP04.041.00001 - REDUTOR DE VELOCIDADE PARA ESTRUTURA DINÂMICA (ÁGUIA)
10.MP08.067.00001 - ETIQUETA PESO MÁXIMO LONGARINA -
10.MP04.030.00011 - PARAFUSO FRANCES S/ PORCA 3/8" X 2" INOX 
10.MP04.032.00004 - INSUMOS DE FIXAÇÃO GENERALIZADO
10.MP04.144.00006 - ARRUELA LISA 5/16 ABA LARGA
10.MP04.144.00007 - ARRUELA LISA ZINC 1/2" ABA LARGA
10.MP08.066.00001 - ETIQUETA PESO MÁXIMO PALLET -
10.MP04.032.00013 - BARRA ROSCADA ZINC 1/2 x 125mm UNC
10.MP04.032.00006 - FUSO ZINC 1/2 x 125MM UNC
10.MP04.060.00004 - PARAFUSO SEXTAVADO - SOBERBA 1/4 X 60 ZINCADO
80.ALMX.129.00037 - CHUMBADOR QUIMICO ANCORA QPO 300
10.MP04.041.00002 - REDUTOR DE VELOCIDADE - TIPO: 01
10.MP04.040.00002 - ROLETE - TIPO: 01
10.MP04.088.00001 - ESTICADOR - CABO DE AÇO 1/4" - GANCHO/OLHAL
10.MP05.035.00001 - FITA HELLERMANN - #4,8MM - 300MM - PRETA
99.MP05.084.00001 - TESTE CAD PADRÃO 2
10.MP04.028.00024 - PARAFUSO SEXTAVADO - FLANGEADO - ZINCADO - 1/4" X 3/4" - GRAU 5
10.MP04.028.00015 - PARAFUSO SEXTAVADO - ZINCADO - M16X30 - CLASSE 8.8 - RI MA
45.EPEC.142.00001 - TRILHO FLOWRACK - 35X25X27 - COMPRIMENTO 1000MM - CONJUNTO COM ROLOS
45.EPEC.142.00002 - TRILHO FLOWRACK - 35X25X27 - COMPRIMENTO 1300MM - CONJUNTO COM ROLOS
10.MP04.029.00004 - REBITE TUBULAR PLANA M8 C/ RECARTILHADO ZB C/ ROSCA
10.MP04.144.00009 - ARRUELA LISA M6
10.MP04.144.00001 - ARRUELA LISA M8
10.ASIS.157.00001 - FREIO PARA DINÂMICO ÁGUIA SISTEMAS
10.MP04.029.00007 - PARAFUSO ZINCADO FENDA ABAULADO 5/16 X 1" 
10.MP04.060.00007 - PARAFUSO SEXTAVADO - FLANGEADO - AUTOBROCANTE - ZINCADO - 5.5 X 3/4
10.MP04.079.00002 - PARAFUSO - ALLEN - CABEÇA ABAULADA- M8 X 25 AÇO INOX 304
10.MP04.060.00001 - PARAFUSO SEXTAVADO - FLANGEADO - AUTOBROCANTE - ZINCADO - 1/4"X3/4"
10.MP04.060.00006 - PARAFUSO SEXTAVADO - FLANGEADO - AUTOBROCANTE - ZINCADO - 3/16"X7/8"
10.MP06.170.00003 - AÇO 1020  REDONDO MACIÇO  3/8
10.MP02.008.00002 - TINTA RAL AMARELO 1003
10.MP02.007.00004 - TINTA MUNSELL LARANJA 2,5 YR 5/14
10.MP01.062.00002 - AÇO ABNT 1008/1020 #1,50
10.MP01.002.00002 - AÇO ESTRUTURAL CIVIL COS 300 (L.E. 300MPA) #2,00MM
10.MP01.002.00005 - AÇO ESTRUTURAL CIVIL COS 300 (L.E. 300MPA) #3,00MM
10.MP01.002.00012 - AÇO ESTRUTURAL INOXIDÁVEL (L.E. 290MPA) #2,00MM
10.MP06.042.00002 - TUBO RED - DIAM 3 1/2" - #3,00MM
10.MP06.042.00001 - TUBO REDONDO 2" #2,00MM
10.MP01.002.00003 - AÇO ESTRUTURAL CIVIL COS 300 (L.E. 300MPA) #2,25MM
10.MP01.002.00008 - AÇO ESTRUTURAL ASTM A36 (L.E. 250MPA) #6,35MM
10.MP01.002.00017 - AÇO ESTRUTURAL ASTM A36 (L.E. 250MPA) #1,50MM
10.MP01.002.00010 - AÇO ESTRUTURAL ASTM A36 (L.E. 250MPA) #9,53MM
10.MP01.002.00004 - AÇO ESTRUTURAL CIVIL COS 300 (L.E. 300MPA) #2,65MM
10.MP01.002.00018 - AÇO ESTRUTURAL ASTM A36 (L.E. 250MPA) #0,75MM
10.MP01.002.00007 - AÇO ESTRUTURAL ASTM A36 (L.E. 250MPA) #4,75MM
10.MP01.002.00011 - AÇO ESTRUTURAL INOXIDÁVEL (L.E. 290MPA) #4,75MM
10.MP01.002.00016 - AÇO ESTRUTURAL ASTM A36 (L.E. 250MPA) #0,90MM
10.MP01.062.00001 - AÇO ABNT 1008/1020
10.MP06.170.00001 - AÇO 1045  REDONDO MACIÇO  7/8"  
10.MP06.042.00005 - TUBO REDONDO 1.1/2" #2,00MM 
10.MP01.002.00006 - AÇO ESTRUTURAL ASTM A36 (L.E. 250MPA)
10.MP01.002.00001 - AÇO ESTRUTURAL CIVIL COS 300 (L.E. 300MPA)
10.MP03.026.00002 - BOBINA - TELA GALVANIZADA - #1,24MM - MALHA 25X25MM - 1,0X25M
10.MP06.169.00001 - TUBO QUADRADO 20 X 20 1,5MM
10.MP06.169.00003 - TUBO QUADRADO 30 X 30 1,5MM
10.MP06.042.00004 - TUBO QUADRADO 40 X 40 1,5MM
10.MP06.042.00003 - AÇO 1020  REDONDO MACIÇO  10mm 
10.MP06.170.00002 - AÇO 1045  REDONDO MACIÇO  11/16"  
10.MP06.169.00002 - TUBO QUADRADO 40 X 40 2,0MM
10.MP06.169.00004 - TUBO RETANGULAR 50 X 30 2,0MM
10.MP03.026.00001 - BOBINA - TELA GALVANIZADA - #2,00MM - MALHA 25X25MM - 1,5X15M
10.MP01.002.00015 - CHAPA ZINCACADA 20 ACO 1008/10 FF 0,95 MM
10.MP01.002.00014 - CHAPA ZINCADA 14 ACO 1008/10 FF 1,95 MM
10.MP02.008.00001 - TINTA RAL
10.MP02.007.00002 - TINTA MUNSELL AZUL 10 B 3/8
10.MP02.007.00003 - TINTA MUNSELL CINZA N 6,5
10.MP02.007.00001 - TINTA MUNSELL
10.MP01.002.00013 - SUCATA DE AÇO/ KG
10.MP01.002.00009 - CHAPA EXPANDIDA 1/8 X 1200 X 3000 MALHA 38 X 75 
